InpatientClaimCount,UniqueInpatientBeneficiaries,AvgInpatientReimbursement,TotalInpatientReimbursement,AvgLengthOfStay,MaxLengthOfStay,AvgDiagnosisCount,OutpatientClaimCount,UniqueOutpatientBeneficiaries,AvgOutpatientReimbursement,TotalOutpatientReimbursement,AvgPatientAge,AvgChronicConditions,DeceasedRate,AvgIPAnnualReimbursement,AvgOPAnnualReimbursement,UniqueBeneficiaries
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,0.05581662887313358,0.2521376255924003,-0.0332068685411652,-0.010984521715592954,-0.1359548789126535,-0.5917320011175166,-0.2507500922303242,-0.41351741008192106,3.3026134684306695e-05,0.19858384533923878
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,-0.3016290654802252,-0.39309041655046284,0.2079263472025022,-0.24395300531181394,-0.12907717875018446,0.5034212205274622,3.925048008926443,-0.2173919185215019,0.9405419338136534,-0.4229567892886154
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,0.20900764073885877,0.3842927667541916,-0.02430408277745363,0.1440980487256784,-0.12605364872707026,0.09214521831225317,0.0585682856331381,-0.3310915249721529,-0.2572803030854038,0.325887348817233
0.3335009908638255,0.26410596551606724,0.9641889237791512,0.29610501670916833,1.0102616496429044,0.5530800078120919,1.023255397628595,-0.32126893879634383,-0.3853165847174163,0.14750252274459016,-0.29592289780635556,-1.3121412835089956,1.3401038651786559,-0.2507500922303242,0.32253403682243786,-0.5147811389684035,-0.3256070513348551
1.715398825673435,1.8775483890100912,0.9525621719152992,1.5735431109323414,0.8793210123617982,1.428834986035531,1.144066602870116,-0.1955737495731847,-0.15210162972601995,-0.09080499139543,-0.2706961330145754,0.7715028352776064,0.7510792833442153,-0.2507500922303242,0.8130693005668743,-0.39532821310370747,0.1461647556718294
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,-0.014886915064893437,-0.051041815896414884,-0.04437321813779791,-0.09024894660779832,0.47167497891948945,-0.09126705920923324,-0.2507500922303242,-0.14772191192024597,-0.41369010411213586,-0.09346536852204211
-0.18471069718977795,-0.17592378634593928,0.35324283205127405,-0.23339429203522205,1.689488835004094,0.7476922251950784,1.2242510311277628,-0.33305286278601504,-0.43195957571569554,0.0517864287240516,-0.3284557748055911,1.0047465799178974,0.2691500800251281,-0.2507500922303242,0.12047573409029705,-1.1364999056003262,-0.4379336720507324
-0.09834208251417738,-0.12703159169460523,1.0320718228600265,-0.0989182771160118,1.3601665633138202,0.6503861165035851,1.4252466646269308,0.12259219814793687,-0.0354941522303218,0.00406172558868943,0.13734334121312525,-0.039379121397775906,0.289974181403113,0.36788666349660376,-0.48080225059930765,-0.4054475520447867,-0.07848848575992513
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,-0.07773450967647301,0.05001799793319019,0.01155082075494362,-0.05923243251954404,-0.6904769302728557,-0.013416957134610625,-0.2507500922303242,-0.6046196955558069,0.905054405588553,0.0038843694317181924
0.07439514683702377,0.11742938156206506,0.6172318840324555,-0.023275518723956022,1.3121403986923221,0.9423044425780648,1.0567546698784562,-0.35662071076535734,-0.4552810712148352,-0.19677275614351303,-0.35864518185149197,-0.8698420344133305,0.14420547175721585,-0.2507500922303242,1.57965190254264,-0.950997327663856,-0.41546834790755693
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,-0.31734096413312013,-0.3775427528843697,-0.10279695474152968,-0.33962171987736267,-0.1345195327917925,0.9813343471522241,-0.2507500922303242,-0.4639439893463281,-0.5808374999941713,-0.40797990652649846
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,-0.31734096413312013,-0.3853165847174163,-0.09326317778770529,-0.3376918034452046,2.081123268146797,0.14420547175721585,-0.2507500922303242,-0.1267787642867367,-0.17423463422861296,-0.41546834790755693
0.20394806885042463,0.26410596551606724,1.025000687539102,0.193146817786648,0.9176397607300149,0.5530800078120919,1.182376940815436,-0.03845476304423578,0.12775631626365563,-0.06074408673180338,-0.13560198276351235,0.09768757298343313,-0.015206614653567858,0.13323134235880324,-0.013285849161792557,-0.5143091987564057,0.16863007981500486
0.07439514683702377,0.11742938156206506,2.710287939026109,0.4431881580270546,1.4150536085955323,2.0126716381844902,1.335915271960634,-0.13272615496160514,-0.027720320397275254,0.046828386824506324,-0.07756663862504545,0.3947493977544698,0.3804288717637366,-0.2507500922303242,0.23701724534592086,0.3017908102292458,-0.003604071949340292
-0.3142636192031788,-0.32260037029994143,-0.6650006541618544,-0.3090370504272778,-0.677514992769749,-0.614593296485827,-0.7857053038639157,-0.34090881211246243,-0.424185743882649,-0.08781530524266278,-0.3498227067330552,0.7144876976988692,-2.4483951498019514,-0.2507500922303242,-1.0034083494416743,-1.059715927138015,-0.45291055481284936
1.1108185229442307,1.2419498585427484,0.6772293958463604,0.7877829462575309,0.6884239750365002,1.039610551269558,1.2242510311277628,-0.2780612175008829,-0.2998044345539043,0.1951335750654827,-0.19997848089335565,-0.30281386546301614,1.0548594435560334,0.391680384870716,1.1893651435732857,0.3184941703993285,-0.09346536852204211
